"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1342,497.79,507.28,3.3578,0,2.2024e+05,1.541,1,0.14336,0.14336,0.001,0.0005
1.1402,496.9,509.54,3.501,0,2.1849e+05,1.5314,1,0.14364,0.14364,0.001,0.0005
1.1464,496,511.83,3.6424,0,2.1672e+05,1.5218,1,0.14392,0.14392,0.001,0.0005
1.1526,495.1,514.11,3.7835,0,2.1495e+05,1.5121,1,0.1442,0.1442,0.001,0.0005
1.1588,494.2,516.4,3.9245,0,2.1318e+05,1.5024,1,0.14448,0.14448,0.001,0.0005
1.1651,493.26,518.73,4.0655,0,2.1139e+05,1.4926,1,0.14476,0.14476,0.001,0.0005
1.1714,492.33,521.06,4.2062,0,2.096e+05,1.4827,1,0.14504,0.14504,0.001,0.0005
1.1778,491.39,523.39,4.3467,0,2.0781e+05,1.4729,1,0.14532,0.14532,0.001,0.0005
1.1842,490.44,525.73,4.5023,0,2.0601e+05,1.463,1,0.1456,0.1456,0.001,0.0005
1.1907,489.48,528.08,4.6667,0,2.0421e+05,1.453,1,0.14588,0.14588,0.001,0.0005
1.1972,488.52,530.42,4.8309,0,2.0241e+05,1.443,1,0.14616,0.14616,0.001,0.0005
1.2036,487.56,532.76,4.984,0,2.0062e+05,1.4331,1,0.14644,0.14644,0.001,0.0005
1.2099,486.62,535.04,5.091,0,1.9888e+05,1.4235,1,0.14672,0.14672,0.001,0.0005
1.2163,485.67,537.32,5.1978,0,1.9715e+05,1.4138,1,0.147,0.147,0.001,0.0005
1.2226,484.72,539.6,5.3046,0,1.9541e+05,1.4041,1,0.14728,0.14728,0.001,0.0005
1.2287,483.81,541.76,5.3515,0,1.9378e+05,1.395,1,0.14756,0.14756,0.001,0.0005
1.2346,482.92,543.88,5.3772,0,1.9218e+05,1.386,1,0.14784,0.14784,0.001,0.0005
1.2406,482.03,546,5.403,0,1.9059e+05,1.3771,1,0.14812,0.14812,0.001,0.0005
1.2464,481.16,548.06,5.4073,0,1.8904e+05,1.3684,1,0.1484,0.1484,0.001,0.0005
1.2517,480.36,549.94,5.3538,0,1.8764e+05,1.3605,1,0.14868,0.14868,0.001,0.0005
1.257,479.56,551.82,5.3004,0,1.8623e+05,1.3525,1,0.14896,0.14896,0.001,0.0005
1.2623,478.75,553.7,5.2472,0,1.8483e+05,1.3446,1,0.14924,0.14924,0.001,0.0005
1.2671,478.05,555.37,5.1103,0,1.836e+05,1.3377,1,0.14952,0.14952,0.001,0.0005
1.2717,477.36,556.97,4.9511,0,1.8243e+05,1.331,1,0.1498,0.1498,0.001,0.0005
1.2762,476.68,558.58,4.7922,0,1.8125e+05,1.3244,1,0.15008,0.15008,0.001,0.0005
1.2805,476.03,560.09,4.6401,0,1.8014e+05,1.318,1,0.15036,0.15036,0.001,0.0005
1.2842,475.47,561.36,4.5038,0,1.7919e+05,1.3126,1,0.15064,0.15064,0.001,0.0005
1.2879,474.9,562.63,4.3679,0,1.7823e+05,1.3072,1,0.15092,0.15092,0.001,0.0005
1.2915,474.34,563.9,4.2324,0,1.7727e+05,1.3017,1,0.1512,0.1512,0.001,0.0005
1.2945,473.88,564.91,4.0462,0,1.765e+05,1.2973,1,0.15148,0.15148,0.001,0.0005
1.2972,473.45,565.84,3.8455,0,1.7578e+05,1.2932,1,0.15176,0.15176,0.001,0.0005
1.2999,473.02,566.76,3.6451,0,1.7507e+05,1.2891,1,0.15204,0.15204,0.001,0.0005
1.3024,472.61,567.63,3.4419,0,1.744e+05,1.2853,1,0.15232,0.15232,0.001,0.0005
1.3044,472.3,568.3,3.2288,0,1.7388e+05,1.2823,1,0.1526,0.1526,0.001,0.0005
1.3064,471.99,568.97,3.0163,0,1.7336e+05,1.2793,1,0.15288,0.15288,0.001,0.0005
1.3083,471.68,569.64,2.8042,0,1.7285e+05,1.2764,1,0.15316,0.15316,0.001,0.0005
1.3099,471.43,570.18,2.6221,0,1.7243e+05,1.274,1,0.15344,0.15344,0.001,0.0005
1.3113,471.2,570.65,2.4545,0,1.7207e+05,1.2719,1,0.15372,0.15372,0.001,0.0005
1.3127,470.98,571.12,2.2873,0,1.717e+05,1.2698,1,0.154,0.154,0.001,0.0005
1.314,470.77,571.58,2.116,0,1.7135e+05,1.2678,1,0.15428,0.15428,0.001,0.0005
1.315,470.64,571.91,1.905,0,1.7114e+05,1.2665,1,0.15456,0.15456,0.001,0.0005
1.3159,470.5,572.23,1.6941,0,1.7092e+05,1.2653,1,0.15484,0.15484,0.001,0.0005
1.3168,470.37,572.56,1.4834,0,1.7071e+05,1.2641,1,0.15512,0.15512,0.001,0.0005
1.3176,470.26,572.83,1.3256,0,1.7053e+05,1.263,1,0.1554,0.1554,0.001,0.0005
1.3183,470.17,573.06,1.2202,0,1.7038e+05,1.2622,1,0.15568,0.15568,0.001,0.0005
1.3189,470.09,573.29,1.1148,0,1.7024e+05,1.2614,1,0.15596,0.15596,0.001,0.0005
1.3195,470,573.51,1.0093,0,1.701e+05,1.2606,1,0.15624,0.15624,0.001,0.0005
1.3201,469.91,573.71,0.99643,0,1.6996e+05,1.2598,1,0.15652,0.15652,0.001,0.0005
1.3207,469.82,573.91,0.99588,0,1.6982e+05,1.259,1,0.1568,0.1568,0.001,0.0005
1.3213,469.74,574.11,0.99523,0,1.6968e+05,1.2581,1,0.15708,0.15708,0.001,0.0005
1.3219,469.65,574.31,0.99985,0,1.6953e+05,1.2573,1,0.15736,0.15736,0.001,0.0005
1.3225,469.55,574.52,1.0213,0,1.6937e+05,1.2564,1,0.15764,0.15764,0.001,0.0005
1.3231,469.45,574.73,1.0427,0,1.6921e+05,1.2554,1,0.15792,0.15792,0.001,0.0005
1.3238,469.35,574.95,1.0639,0,1.6905e+05,1.2545,1,0.1582,0.1582,0.001,0.0005
1.3245,469.23,575.18,1.0852,0,1.6886e+05,1.2535,1,0.15848,0.15848,0.001,0.0005
1.3252,469.11,575.44,1.1065,0,1.6867e+05,1.2523,1,0.15876,0.15876,0.001,0.0005
1.326,468.99,575.69,1.1278,0,1.6847e+05,1.2512,1,0.15904,0.15904,0.001,0.0005
1.3268,468.87,575.95,1.1489,0,1.6827e+05,1.25,1,0.15932,0.15932,0.001,0.0005
1.3277,468.72,576.27,1.1732,0,1.6803e+05,1.2486,1,0.1596,0.1596,0.001,0.0005
1.3287,468.57,576.59,1.1977,0,1.6779e+05,1.2472,1,0.15988,0.15988,0.001,0.0005
1.3296,468.42,576.91,1.2222,0,1.6754e+05,1.2458,1,0.16016,0.16016,0.001,0.0005
1.3306,468.26,577.25,1.2493,0,1.6729e+05,1.2444,1,0.16044,0.16044,0.001,0.0005
1.3318,468.08,577.64,1.2881,0,1.6701e+05,1.2427,1,0.16072,0.16072,0.001,0.0005
1.3329,467.9,578.04,1.3269,0,1.6672e+05,1.2411,1,0.161,0.161,0.001,0.0005
1.3341,467.73,578.43,1.3654,0,1.6644e+05,1.2394,1,0.16128,0.16128,0.001,0.0005
1.3353,467.54,578.86,1.4152,0,1.6614e+05,1.2377,1,0.16156,0.16156,0.001,0.0005
1.3367,467.34,579.31,1.4781,0,1.6582e+05,1.2359,1,0.16184,0.16184,0.001,0.0005
1.338,467.14,579.76,1.5408,0,1.6551e+05,1.234,1,0.16212,0.16212,0.001,0.0005
1.3393,466.94,580.22,1.6033,0,1.6519e+05,1.2322,1,0.1624,0.1624,0.001,0.0005
1.3408,466.73,580.7,1.6725,0,1.6485e+05,1.2302,1,0.16268,0.16268,0.001,0.0005
1.3422,466.51,581.19,1.7444,0,1.6451e+05,1.2282,1,0.16296,0.16296,0.001,0.0005
1.3437,466.29,581.69,1.816,0,1.6416e+05,1.2262,1,0.16324,0.16324,0.001,0.0005
1.3451,466.08,582.18,1.8875,0,1.6382e+05,1.2242,1,0.16352,0.16352,0.001,0.0005
1.3467,465.84,582.71,1.946,0,1.6345e+05,1.2221,1,0.1638,0.1638,0.001,0.0005
1.3482,465.61,583.24,2.0037,0,1.6308e+05,1.2199,1,0.16408,0.16408,0.001,0.0005
1.3498,465.37,583.76,2.0612,0,1.627e+05,1.2178,1,0.16436,0.16436,0.001,0.0005
1.3514,465.13,584.3,2.1164,0,1.6233e+05,1.2156,1,0.16464,0.16464,0.001,0.0005
1.3531,464.88,584.86,2.1594,0,1.6193e+05,1.2133,1,0.16492,0.16492,0.001,0.0005
1.3548,464.62,585.43,2.2022,0,1.6153e+05,1.2109,1,0.1652,0.1652,0.001,0.0005
1.3564,464.37,586,2.245,0,1.6113e+05,1.2086,1,0.16548,0.16548,0.001,0.0005
1.3582,464.11,586.58,2.2876,0,1.6073e+05,1.2062,1,0.16576,0.16576,0.001,0.0005
1.36,463.83,587.18,2.3301,0,1.603e+05,1.2037,1,0.16604,0.16604,0.001,0.0005
1.3618,463.56,587.78,2.3726,0,1.5987e+05,1.2012,1,0.16632,0.16632,0.001,0.0005
1.3636,463.28,588.39,2.4149,0,1.5945e+05,1.1988,1,0.1666,0.1666,0.001,0.0005
1.3654,463,589,2.4614,0,1.5901e+05,1.1962,1,0.16688,0.16688,0.001,0.0005
1.3673,462.71,589.64,2.5119,0,1.5856e+05,1.1936,1,0.16716,0.16716,0.001,0.0005
1.3692,462.42,590.27,2.5624,0,1.5811e+05,1.191,1,0.16744,0.16744,0.001,0.0005
1.3711,462.13,590.9,2.6128,0,1.5767e+05,1.1883,1,0.16772,0.16772,0.001,0.0005
1.3731,461.83,591.55,2.6706,0,1.5721e+05,1.1856,1,0.168,0.168,0.001,0.0005
1.3751,461.52,592.22,2.7326,0,1.5674e+05,1.1829,1,0.16828,0.16828,0.001,0.0005
1.3771,461.22,592.88,2.7944,0,1.5627e+05,1.1801,1,0.16856,0.16856,0.001,0.0005
1.3791,460.91,593.54,2.8562,0,1.558e+05,1.1774,1,0.16884,0.16884,0.001,0.0005
1.3811,460.59,594.22,2.922,0,1.5532e+05,1.1746,1,0.16912,0.16912,0.001,0.0005
1.3832,460.27,594.92,2.9891,0,1.5484e+05,1.1717,1,0.1694,0.1694,0.001,0.0005
1.3853,459.95,595.61,3.0561,0,1.5435e+05,1.1689,1,0.16968,0.16968,0.001,0.0005
1.3874,459.63,596.3,3.123,0,1.5387e+05,1.166,1,0.16996,0.16996,0.001,0.0005
1.3896,459.3,597.03,3.1838,0,1.5337e+05,1.1631,1,0.17024,0.17024,0.001,0.0005
1.3918,458.97,597.76,3.2435,0,1.5287e+05,1.1601,1,0.17052,0.17052,0.001,0.0005
1.394,458.63,598.49,3.3032,0,1.5237e+05,1.1571,1,0.1708,0.1708,0.001,0.0005
1.3962,458.3,599.22,3.3627,0,1.5187e+05,1.1542,1,0.17108,0.17108,0.001,0.0005
1.3986,457.94,600,3.4212,0,1.5134e+05,1.1511,1,0.17136,0.17136,0.001,0.0005
1.401,457.59,600.79,3.4795,0,1.5082e+05,1.148,1,0.17164,0.17164,0.001,0.0005
1.4033,457.23,601.57,3.5378,0,1.5029e+05,1.1448,1,0.17192,0.17192,0.001,0.0005
1.4057,456.88,602.35,3.5959,0,1.4976e+05,1.1417,1,0.1722,0.1722,0.001,0.0005
1.4082,456.5,603.19,3.6724,0,1.4921e+05,1.1384,1,0.17248,0.17248,0.001,0.0005
1.4108,456.12,604.03,3.7493,0,1.4865e+05,1.1351,1,0.17276,0.17276,0.001,0.0005
1.4133,455.74,604.86,3.826,0,1.481e+05,1.1318,1,0.17304,0.17304,0.001,0.0005
1.4159,455.36,605.7,3.9026,0,1.4754e+05,1.1285,1,0.17332,0.17332,0.001,0.0005
1.4185,454.96,606.57,3.9954,0,1.4696e+05,1.1251,1,0.1736,0.1736,0.001,0.0005
1.4212,454.56,607.43,4.088,0,1.4638e+05,1.1216,1,0.17388,0.17388,0.001,0.0005
1.4238,454.16,608.3,4.1804,0,1.4579e+05,1.1181,1,0.17416,0.17416,0.001,0.0005
1.4265,453.76,609.17,4.2727,0,1.4521e+05,1.1146,1,0.17444,0.17444,0.001,0.0005
1.4293,453.33,610.06,4.3622,0,1.4461e+05,1.111,1,0.17472,0.17472,0.001,0.0005
1.432,452.91,610.96,4.4515,0,1.44e+05,1.1074,1,0.175,0.175,0.001,0.0005
1.4348,452.49,611.85,4.5406,0,1.434e+05,1.1038,1,0.17528,0.17528,0.001,0.0005
1.4376,452.07,612.74,4.6297,0,1.4279e+05,1.1002,1,0.17556,0.17556,0.001,0.0005
1.4404,451.63,613.66,4.7105,0,1.4217e+05,1.0964,1,0.17584,0.17584,0.001,0.0005
1.4433,451.18,614.58,4.7911,0,1.4155e+05,1.0927,1,0.17612,0.17612,0.001,0.0005
1.4462,450.74,615.51,4.8717,0,1.4092e+05,1.089,1,0.1764,0.1764,0.001,0.0005
1.449,450.3,616.43,4.9521,0,1.403e+05,1.0852,1,0.17668,0.17668,0.001,0.0005
1.452,449.85,617.38,5.0232,0,1.3967e+05,1.0814,1,0.17696,0.17696,0.001,0.0005
1.455,449.4,618.33,5.0937,0,1.3904e+05,1.0776,1,0.17724,0.17724,0.001,0.0005
1.458,448.95,619.28,5.1641,0,1.3841e+05,1.0738,1,0.17752,0.17752,0.001,0.0005
1.4609,448.49,620.23,5.2345,0,1.3778e+05,1.07,1,0.1778,0.1778,0.001,0.0005
1.464,448.04,621.2,5.2928,0,1.3715e+05,1.0662,1,0.17808,0.17808,0.001,0.0005
1.467,447.58,622.17,5.3493,0,1.3652e+05,1.0624,1,0.17836,0.17836,0.001,0.0005
1.47,447.12,623.14,5.4058,0,1.3589e+05,1.0586,1,0.17864,0.17864,0.001,0.0005
1.4731,446.66,624.11,5.4622,0,1.3526e+05,1.0548,1,0.17892,0.17892,0.001,0.0005
1.4761,446.2,625.08,5.5175,0,1.3464e+05,1.051,1,0.1792,0.1792,0.001,0.0005
1.4792,445.74,626.06,5.5724,0,1.3401e+05,1.0472,1,0.17948,0.17948,0.001,0.0005
1.4823,445.28,627.04,5.6273,0,1.3339e+05,1.0434,1,0.17976,0.17976,0.001,0.0005
1.4854,444.82,628.01,5.6821,0,1.3276e+05,1.0396,1,0.18004,0.18004,0.001,0.0005
1.4884,444.35,628.98,5.7336,0,1.3215e+05,1.0358,1,0.18032,0.18032,0.001,0.0005
1.4915,443.9,629.93,5.7835,0,1.3153e+05,1.0321,1,0.1806,0.1806,0.001,0.0005
1.4945,443.44,630.89,5.8333,0,1.3092e+05,1.0283,1,0.18088,0.18088,0.001,0.0005
1.4975,442.98,631.84,5.8831,0,1.3031e+05,1.0246,1,0.18116,0.18116,0.001,0.0005
1.5005,442.52,632.78,5.9168,0,1.2971e+05,1.0209,1,0.18144,0.18144,0.001,0.0005
1.5035,442.07,633.7,5.9365,0,1.2911e+05,1.0173,1,0.18172,0.18172,0.001,0.0005
1.5065,441.62,634.63,5.9563,0,1.2852e+05,1.0136,1,0.182,0.182,0.001,0.0005
1.5094,441.16,635.55,5.976,0,1.2792e+05,1.01,1,0.18228,0.18228,0.001,0.0005
1.5124,440.71,636.47,5.9896,0,1.2733e+05,1.0063,1,0.18256,0.18256,0.001,0.0005
1.5153,440.26,637.37,5.993,0,1.2676e+05,1.0028,1,0.18284,0.18284,0.001,0.0005
1.5182,439.82,638.28,5.9964,0,1.2618e+05,0.9992,1,0.18312,0.18312,0.001,0.0005
1.5211,439.37,639.18,5.9998,0,1.256e+05,0.99563,1,0.1834,0.1834,0.001,0.0005
1.5241,438.92,640.09,6.0052,0,1.2502e+05,0.99208,1,0.18368,0.18368,0.001,0.0005
1.527,438.48,640.97,6.0192,0,1.2446e+05,0.98859,1,0.18396,0.18396,0.001,0.0005
1.5298,438.04,641.86,6.0333,0,1.2389e+05,0.98511,1,0.18424,0.18424,0.001,0.0005
1.5327,437.6,642.75,6.0473,0,1.2333e+05,0.98162,1,0.18452,0.18452,0.001,0.0005
1.5356,437.15,643.64,6.0614,0,1.2277e+05,0.97814,1,0.1848,0.1848,0.001,0.0005
1.5384,436.72,644.49,6.0699,0,1.2223e+05,0.97479,1,0.18508,0.18508,0.001,0.0005
1.5412,436.29,645.35,6.0783,0,1.2169e+05,0.97143,1,0.18536,0.18536,0.001,0.0005
1.544,435.87,646.21,6.0866,0,1.2115e+05,0.96808,1,0.18564,0.18564,0.001,0.0005
1.5468,435.44,647.07,6.0951,0,1.2061e+05,0.96473,1,0.18592,0.18592,0.001,0.0005
1.5496,435.01,647.91,6.0971,0,1.2008e+05,0.96147,1,0.1862,0.1862,0.001,0.0005
1.5524,434.6,648.75,6.0969,0,1.1957e+05,0.95824,1,0.18648,0.18648,0.001,0.0005
1.5551,434.18,649.59,6.0967,0,1.1905e+05,0.95502,1,0.18676,0.18676,0.001,0.0005
1.5579,433.76,650.43,6.0966,0,1.1853e+05,0.95179,1,0.18704,0.18704,0.001,0.0005
1.5606,433.35,651.27,6.1034,0,1.1802e+05,0.9486,1,0.18732,0.18732,0.001,0.0005
1.5633,432.94,652.09,6.1176,0,1.1752e+05,0.94546,1,0.1876,0.1876,0.001,0.0005
1.5661,432.52,652.92,6.1318,0,1.1702e+05,0.94233,1,0.18788,0.18788,0.001,0.0005
1.5688,432.11,653.74,6.1461,0,1.1652e+05,0.93919,1,0.18816,0.18816,0.001,0.0005
1.5715,431.71,654.57,6.1599,0,1.1602e+05,0.93607,1,0.18844,0.18844,0.001,0.0005
1.5742,431.31,655.36,6.1723,0,1.1554e+05,0.93304,1,0.18872,0.18872,0.001,0.0005
1.5768,430.9,656.16,6.1847,0,1.1506e+05,0.93001,1,0.189,0.189,0.001,0.0005
1.5794,430.5,656.96,6.197,0,1.1458e+05,0.92698,1,0.18928,0.18928,0.001,0.0005
1.5821,430.1,657.75,6.2094,0,1.1409e+05,0.92395,1,0.18956,0.18956,0.001,0.0005
1.5847,429.71,658.53,6.2027,0,1.1363e+05,0.921,1,0.18984,0.18984,0.001,0.0005
1.5873,429.32,659.3,6.1936,0,1.1316e+05,0.91807,1,0.19012,0.19012,0.001,0.0005
1.5899,428.93,660.08,6.1844,0,1.127e+05,0.91513,1,0.1904,0.1904,0.001,0.0005
1.5925,428.54,660.85,6.1753,0,1.1223e+05,0.9122,1,0.19068,0.19068,0.001,0.0005
1.595,428.15,661.63,6.1678,0,1.1177e+05,0.90929,1,0.19096,0.19096,0.001,0.0005
1.5976,427.76,662.4,6.1618,0,1.1132e+05,0.9064,1,0.19124,0.19124,0.001,0.0005
1.6002,427.37,663.17,6.1558,0,1.1086e+05,0.90351,1,0.19152,0.19152,0.001,0.0005
1.6028,426.98,663.94,6.1497,0,1.1041e+05,0.90063,1,0.1918,0.1918,0.001,0.0005
1.6054,426.59,664.7,6.1463,0,1.0995e+05,0.89775,1,0.19208,0.19208,0.001,0.0005
1.6079,426.21,665.46,6.1545,0,1.0951e+05,0.89492,1,0.19236,0.19236,0.001,0.0005
1.6105,425.82,666.22,6.1627,0,1.0906e+05,0.89209,1,0.19264,0.19264,0.001,0.0005
1.6131,425.43,666.97,6.1709,0,1.0862e+05,0.88926,1,0.19292,0.19292,0.001,0.0005
1.6156,425.05,667.73,6.1791,0,1.0818e+05,0.88643,1,0.1932,0.1932,0.001,0.0005
1.6181,424.67,668.47,6.1888,0,1.0774e+05,0.88366,1,0.19348,0.19348,0.001,0.0005
1.6206,424.29,669.2,6.1989,0,1.0731e+05,0.88091,1,0.19376,0.19376,0.001,0.0005
1.6231,423.91,669.94,6.2091,0,1.0688e+05,0.87816,1,0.19404,0.19404,0.001,0.0005
1.6256,423.54,670.67,6.2192,0,1.0645e+05,0.87541,1,0.19432,0.19432,0.001,0.0005
1.6281,423.16,671.4,6.2324,0,1.0602e+05,0.87268,1,0.1946,0.1946,0.001,0.0005
1.6306,422.79,672.12,6.2503,0,1.056e+05,0.86999,1,0.19488,0.19488,0.001,0.0005
1.633,422.41,672.84,6.2683,0,1.0518e+05,0.8673,1,0.19516,0.19516,0.001,0.0005
1.6355,422.04,673.55,6.2863,0,1.0477e+05,0.8646,1,0.19544,0.19544,0.001,0.0005
1.638,421.67,674.27,6.3042,0,1.0435e+05,0.86191,1,0.19572,0.19572,0.001,0.0005
1.6404,421.3,674.98,6.3223,0,1.0394e+05,0.85928,1,0.196,0.196,0.001,0.0005
1.6428,420.93,675.68,6.3404,0,1.0353e+05,0.85666,1,0.19628,0.19628,0.001,0.0005
1.6453,420.56,676.38,6.3586,0,1.0312e+05,0.85403,1,0.19656,0.19656,0.001,0.0005
1.6477,420.19,677.09,6.3767,0,1.0271e+05,0.8514,1,0.19684,0.19684,0.001,0.0005
1.6501,419.83,677.79,6.3837,0,1.0231e+05,0.84882,1,0.19712,0.19712,0.001,0.0005
1.6525,419.47,678.48,6.3792,0,1.0192e+05,0.84627,1,0.1974,0.1974,0.001,0.0005
1.6549,419.11,679.17,6.3746,0,1.0153e+05,0.84372,1,0.19768,0.19768,0.001,0.0005
1.6573,418.75,679.87,6.3701,0,1.0113e+05,0.84118,1,0.19796,0.19796,0.001,0.0005
1.6597,418.39,680.56,6.3656,0,1.0074e+05,0.83863,1,0.19824,0.19824,0.001,0.0005
1.6621,418.03,681.26,6.365,0,1.0035e+05,0.83613,1,0.19852,0.19852,0.001,0.0005
1.6646,417.67,681.97,6.3645,0,99966,0.83362,1,0.1988,0.1988,0.001,0.0005
1.667,417.32,682.67,6.364,0,99581,0.83112,1,0.19908,0.19908,0.001,0.0005
1.6694,416.96,683.37,6.3635,0,99195,0.82861,1,0.19936,0.19936,0.001,0.0005
1.6718,416.6,684.07,6.379,0,98812,0.82613,1,0.19964,0.19964,0.001,0.0005
1.6742,416.25,684.76,6.4116,0,98434,0.82366,1,0.19992,0.19992,0.001,0.0005
1.6767,415.89,685.45,6.4442,0,98055,0.82119,1,0.2002,0.2002,0.001,0.0005
1.6791,415.53,686.14,6.4767,0,97677,0.81873,1,0.20048,0.20048,0.001,0.0005
1.6815,415.18,686.83,6.5093,0,97298,0.81626,1,0.20076,0.20076,0.001,0.0005
1.6838,414.83,687.48,6.528,0,96935,0.81388,1,0.20104,0.20104,0.001,0.0005
1.6861,414.49,688.13,6.5458,0,96573,0.81152,1,0.20132,0.20132,0.001,0.0005
1.6883,414.14,688.77,6.5635,0,96210,0.80915,1,0.2016,0.2016,0.001,0.0005
1.6906,413.8,689.42,6.5813,0,95848,0.80678,1,0.20188,0.20188,0.001,0.0005
1.6929,413.46,690.06,6.5826,0,95492,0.80444,1,0.20216,0.20216,0.001,0.0005
1.6951,413.12,690.68,6.5558,0,95145,0.80216,1,0.20244,0.20244,0.001,0.0005
1.6973,412.78,691.31,6.529,0,94798,0.79988,1,0.20272,0.20272,0.001,0.0005
1.6995,412.45,691.93,6.5023,0,94450,0.7976,1,0.203,0.203,0.001,0.0005
1.7018,412.11,692.55,6.4756,0,94103,0.79533,1,0.20328,0.20328,0.001,0.0005
1.704,411.78,693.18,6.4536,0,93761,0.79307,1,0.20356,0.20356,0.001,0.0005
1.7062,411.45,693.81,6.433,0,93419,0.79082,1,0.20384,0.20384,0.001,0.0005
1.7085,411.11,694.44,6.4124,0,93078,0.78857,1,0.20412,0.20412,0.001,0.0005
1.7107,410.78,695.07,6.3918,0,92736,0.78632,1,0.2044,0.2044,0.001,0.0005
1.713,410.44,695.69,6.3756,0,92396,0.78407,1,0.20468,0.20468,0.001,0.0005
1.7152,410.11,696.31,6.3843,0,92062,0.78186,1,0.20496,0.20496,0.001,0.0005
1.7174,409.78,696.93,6.3929,0,91728,0.77966,1,0.20524,0.20524,0.001,0.0005
1.7196,409.45,697.54,6.4016,0,91394,0.77745,1,0.20552,0.20552,0.001,0.0005
1.7218,409.12,698.16,6.4103,0,91060,0.77524,1,0.2058,0.2058,0.001,0.0005
1.724,408.79,698.76,6.4185,0,90734,0.77308,1,0.20608,0.20608,0.001,0.0005
1.7261,408.47,699.34,6.4264,0,90415,0.77096,1,0.20636,0.20636,0.001,0.0005
1.7282,408.15,699.92,6.4342,0,90097,0.76885,1,0.20664,0.20664,0.001,0.0005
1.7303,407.83,700.5,6.4421,0,89778,0.76673,1,0.20692,0.20692,0.001,0.0005
1.7324,407.51,701.08,6.4499,0,89459,0.76461,1,0.2072,0.2072,0.001,0.0005
1.7345,407.2,701.65,6.4529,0,89151,0.76256,1,0.20748,0.20748,0.001,0.0005
1.7365,406.89,702.21,6.4549,0,88846,0.76053,1,0.20776,0.20776,0.001,0.0005
1.7386,406.58,702.77,6.4569,0,88540,0.75849,1,0.20804,0.20804,0.001,0.0005
1.7406,406.27,703.33,6.4589,0,88234,0.75645,1,0.20832,0.20832,0.001,0.0005
1.7427,405.96,703.89,6.4605,0,87930,0.75442,1,0.2086,0.2086,0.001,0.0005
1.7447,405.65,704.44,6.4597,0,87634,0.75245,1,0.20888,0.20888,0.001,0.0005
1.7467,405.35,704.99,6.4589,0,87339,0.75047,1,0.20916,0.20916,0.001,0.0005
1.7488,405.04,705.54,6.4582,0,87044,0.7485,1,0.20944,0.20944,0.001,0.0005
1.7508,404.74,706.1,6.4574,0,86749,0.74653,1,0.20972,0.20972,0.001,0.0005
1.7528,404.44,706.64,6.45,0,86459,0.74458,1,0.21,0.21,0.001,0.0005
1.7548,404.14,707.18,6.4323,0,86176,0.74268,1,0.21028,0.21028,0.001,0.0005
1.7567,403.85,707.72,6.4146,0,85893,0.74078,1,0.21056,0.21056,0.001,0.0005
1.7587,403.55,708.25,6.3968,0,85610,0.73889,1,0.21084,0.21084,0.001,0.0005
1.7607,403.26,708.79,6.3791,0,85327,0.73699,1,0.21112,0.21112,0.001,0.0005
1.7626,402.97,709.33,6.3582,0,85050,0.73512,1,0.2114,0.2114,0.001,0.0005
1.7646,402.68,709.86,6.3355,0,84775,0.73328,1,0.21168,0.21168,0.001,0.0005
1.7666,402.39,710.39,6.3127,0,84501,0.73143,1,0.21196,0.21196,0.001,0.0005
1.7685,402.1,710.92,6.29,0,84227,0.72958,1,0.21224,0.21224,0.001,0.0005
1.7705,401.81,711.46,6.2673,0,83953,0.72774,1,0.21252,0.21252,0.001,0.0005
1.7724,401.52,711.99,6.2643,0,83682,0.72591,1,0.2128,0.2128,0.001,0.0005
1.7744,401.23,712.52,6.2652,0,83412,0.72408,1,0.21308,0.21308,0.001,0.0005
1.7764,400.94,713.05,6.266,0,83141,0.72225,1,0.21336,0.21336,0.001,0.0005
1.7783,400.65,713.58,6.2668,0,82871,0.72043,1,0.21364,0.21364,0.001,0.0005
1.7803,400.36,714.11,6.268,0,82601,0.7186,1,0.21392,0.21392,0.001,0.0005
1.7822,400.08,714.63,6.2845,0,82336,0.71681,1,0.2142,0.2142,0.001,0.0005
1.7841,399.79,715.14,6.3009,0,82071,0.71501,1,0.21448,0.21448,0.001,0.0005
1.7861,399.5,715.66,6.3174,0,81807,0.71322,1,0.21476,0.21476,0.001,0.0005
1.788,399.22,716.17,6.3338,0,81542,0.71142,1,0.21504,0.21504,0.001,0.0005
1.7899,398.93,716.69,6.3492,0,81279,0.70964,1,0.21532,0.21532,0.001,0.0005
1.7918,398.65,717.19,6.3598,0,81021,0.70788,1,0.2156,0.2156,0.001,0.0005
1.7937,398.37,717.7,6.3703,0,80763,0.70613,1,0.21588,0.21588,0.001,0.0005
1.7956,398.09,718.2,6.3809,0,80505,0.70438,1,0.21616,0.21616,0.001,0.0005
1.7975,397.8,718.71,6.3914,0,80248,0.70262,1,0.21644,0.21644,0.001,0.0005
1.7994,397.52,719.22,6.4034,0,79990,0.70087,1,0.21672,0.21672,0.001,0.0005
1.8014,397.24,719.74,6.4184,0,79734,0.69912,1,0.217,0.217,0.001,0.0005
1.8034,396.95,720.27,6.4335,0,79478,0.69737,1,0.21728,0.21728,0.001,0.0005
1.8053,396.67,720.79,6.4485,0,79221,0.69562,1,0.21756,0.21756,0.001,0.0005
